"id" "meta" "author" "typestudy" "doi" "year" "journal" "h" "IF" "h5" "typepaper" "typecat" "no" "dv" "nc" "nt" "n" "effest" "efftype" "z" "comm1" "ncnew" "ntnew" "nnew" "mc.1" "mt.1" "sdc.1" "sdt.1" "mc.2" "mt.2" "sdc.2" "sdt.2" "mc.3" "mt.3" "sdc.3" "sdt.3" "mc.4" "mt.4" "sdc.4" "sdt.4" "mc.5" "mt.5" "sdc.5" "sdt.5" "mc.6" "mt.6" "sdc.6" "sdt.6" "mc.7" "mt.7" "sdc.7" "sdt.7" "mc.8" "mt.8" "sdc.8" "sdt.8" "mc.9" "mt.9" "sdc.9" "sdt.9" "mc.10" "mt.10" "sdc.10" "sdt.10" "mc.11" "mt.11" "sdc.11" "sdt.11" "mc.12" "mt.12" "sdc.12" "sdt.12" "mc.13" "mt.13" "sdc.13" "sdt.13" "mc.14" "mt.14" "sdc.14" "sdt.14" "teststat.1" "teststat.2" "teststat.3" "teststat.4" "teststat.5" "cor.1" "cor.2" "cor.3" "cor.4" "cor.5" "cor.6" "cor.7" "cor.8" "cor.9" "cor.10" "cor.11" "cor.12" "cor.13" "cor.14" "int.cor" "rxx.1" "ryy.1" "rxx.2" "ryy.2" "or.a.1" "or.b.1" "or.c.1" "or.d.1" "or.a.2" "or.b.2" "or.c.2" "or.d.2" "or.a.3" "or.b.3" "or.c.3" "or.d.3" "or.a.4" "or.b.4" "or.c.4" "or.d.4" "input" "output" "effestnew" "znew" "disc.eff" "disccat.eff" "disc.z" "disccat.z" "info" "disc.n" "macomm" "comm2" "effest.exp" "effestnew.exp"
378 "Piet" "Lerman" "r" "10.1245/s10434-011-2051-2" 2012 "Annals of Surgical Oncology" 127 3.655 72 "article" 0 "0" "Wait-list (c) vs Mindfulness intervention (t) on SCL-90-R anx" "NA" "NA" 68 0.2 "g" NA NA "20" "48" 68 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "g" 0.2 NA 0 0 NA NA 2 0 NA "Only mean difference for pre- and post-intervention assessment for the treatment group given, no means for control, no SDs for either condition." 0.2 0.2
379 "Piet" "Speca" "r" "0033-3174/00/6205-0613" 2000 "Psychosomatic Medicine" 148 3.638 46 "article" 0 "0" "Wait-list (c) vs Mindfulness intervention (t) on POMS and SOSI" "NA" "NA" 90 0.42 "g" NA "POMS (Table 3): 8.1 - 7.9 = 0.2 (control), 9.7-5.4 = 4.3 (exp). SOSI (table 4): 11.6-9.6 = 2.3 (control), 11.4-7.9 = 3.5 (exp). Effects 0.320693052551033 and 0.0942218440059591" "37" "53" 90 0.2 4.3 6.7 5.8 2.3 3.5 7.1 5.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "g" 0.423734718947552 NA -0.00373471894755212 0 NA NA 0 0 NA NA 0.42 0.423734718947552
380 "Piet" "Wurtzen" "r" "10.1016/j.ejca.2012.10.030" 2013 "European Journal of Cancer" 167 6.163 81 "article" 0 "0" "TAU usual care (c) vs Mindfulness intervention (t) on SCL-90-R anxiety" "NA" "NA" 267 0.22 "g" NA NA "138" "120" 258 0.09 0.19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "g" 0.22 NA 0 0 NA NA 2 9 "Reported N in MA too large" "Sample size taken from table 3. Only mean difference for pre- and post-intervention assessment for both groups. SDs only available for baseline, not for post-intervention." 0.22 0.22
381 "Smith" "Beiser" "o" "10.1016/j.socscimed.2005.12.002" 2006 "Social Science and Medicine" 177 2.814 71 "article" 0 "0" "Correlation ethnic identity with depression." "NA" "NA" 647 0.02 "r" NA "Table B1 in Appendix B. Positive value = stronger ethnic identity co-occuring with greater well-being. Reverse sign in this study." "NA" "NA" 647 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.02 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.02 NA 0 0 NA NA 0 0 NA NA 0.02 0.02
382 "Smith" "Bhadha" "o" NA 2001 NA NA NA NA "dissertation" 1 "0" "European American (c) vs. Asian indian (t) on Self-esteem" "NA" "NA" 360 0.07 "r" NA "Table 3." "180" "180" 360 3.9 3.97 0.53 0.47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" 0.0697043832276727 NA 0.00029561677232727 0 NA NA 0 0 NA NA 0.07 0.0697043832276727
383 "Smith" "Blash" "r" "10.1007/BF02233968" 1995 "Journal of Child and Family Studies" 50 1.802 32 "article" 0 "0" "Correlation ethnic identity and self-esteem" "NA" "NA" 68 0.2 "r" NA "In-text, p. 368. \"Lastly, there was significant, positive relationship between self-esteem and ethnic identiy (r =.23, p < .01)\"" "NA" "NA" 68 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.23 NA -0.03 1 NA NA 1 0 NA "MA states self-esteem as one of the primary measures of well-being. In the text it states the direct correlation between self-esteem and ethnic identity, so that is the one we used. It is reasonable to assume the authors used mastery as a stand-in for self-esteem from table 2. However, self-esteem measure is available so we used this one." 0.2 0.23
384 "Smith" "Carlson" "o" "10.1177/0272431600020001003" 2000 "Journal of Early Adolescence" 51 1.413 23 "article" 0 "0" "Correlation ethnic identity and self-esteem. Hispanic, African American samples." "NA" "NA" 685 0.31 "r" NA "Table 2. Weighted: ((462 * 0.27) + (223 * 0.39)) / 685" "NA" "NA" 685 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "manually" "r" 0.309065693430657 NA 0.000934306569343069 0 NA NA 0 0 NA NA 0.31 0.309065693430657
385 "Smith" "Carter" "r" "10.1016/S0887-6185(01)00081-0" 2001 "Journal of Anxiety Disorders" 79 2.381 46 "article" 0 "0" "Correlation MEIM-Total with measures of well-being" "NA" "NA" 59 0.2 "r" NA "Table 2. Correlation MEIM-Total with ASI (r = -.062), STAI-T (r = -.314), STAI-S (-.176), and BDI (r = -.21). Mean of these is total effect. Total effect inversed to reflect well-being." "NA" "NA" 59 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.062 0.314 0.176 0.21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.1905 NA 0.00950000000000001 0 NA NA 0 0 NA "All four measures for anxiety and depression used for well-being" 0.2 0.1905
386 "Smith" "Gamst" "r" "10.1177/0739986302238216" 2002 "Journal of Clinical Psychology" 47 2.236 40 "article" 0 "0" "Correlation of ethnic identity (MEIM) and global assessment of function (mean of GAF-intake and GAF-termination)." "NA" "NA" 204 0.13 "r" NA "Table 3. Correlation MEIM-Total and BDI depression inventory. Reverse sign, so positive score = higher wellbeing associated with ethnic identity. GAF-intake (r = .16) and GAF-termination (r = .09). Mean is total effect" "NA" "NA" 204 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.16 0.09 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.125 NA 0.005 0 NA NA 3 0 NA "Unclear whether we should look at intake, followup or change scores." 0.13 0.125
387 "Smith" "Lamborn" "r" "10.1023/B:JOYO.0000048068.55441.d6" 2004 "Journal of Youth and Adolescence" 75 3.562 48 "article" 0 "0" "Correlation ethnic identity with measures of well-being" "NA" "NA" 158 0.23 "r" NA "Table 2- self-reliance and ethnic identity for mothers and fathers chosen (.16 and .13). Mean is total effect." "NA" "NA" 158 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.16 0.13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.145 NA 0.085 2 NA NA 3 0 NA "Self-reliance chosen as a measure for psychological maturity and well-being, since it is related to a sense of mastery.  Unclear which variables should be included." 0.23 0.145
388 "Smith" "Laurent" "o" NA 1997 NA NA NA NA "dissertation" 1 "0" "Correlation ethnic identity and self-esteem." "NA" "NA" 193 0.41 "r" NA "Table 3.2. Correlation SEI with 12 measures of AAA: r = .40, .41, .41, .88, .00, .83, .11, .22, . 82, .87, .18, .10. Mean is total effect." "NA" "NA" 193 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.4 0.41 0.41 0.88 0 0.83 0.11 0.22 0.82 0.87 0.18 0.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.435833333333333 NA -0.0258333333333334 1 NA NA 1 0 NA "Unclear N, we copied from the MA authors. Also effect sizes very unclearly printed." 0.41 0.435833333333333
389 "Smith" "Lee" "r" "10.1037/0022-0167.52.1.36" 2005 "Journal of Counseling Psychology" 94 3.149 41 "article" 0 "0" "Correlation EI with RSE and CES-D" "NA" "NA" 84 0.36 "r" NA "Table 1. Correlation CES-D with EI-Clarity (r = -.34), EI-pride (r = -.36) and EI-engage (r = -.29). Correlation RSE with EI-clarity (r = .38), EI-pride (r = .52) and EI-engage (r = .19). Correlations with CES-D (depression) inversed, and average of all effects taken as total effect." "NA" "NA" 84 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.34 0.36 0.29 0.38 0.52 0.19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.346666666666667 NA 0.0133333333333333 0 NA NA 0 0 NA NA 0.36 0.346666666666667
390 "Smith" "Lee Yoo" "r" "10.1037/0022-0167.51.2.263" 2004 "Journal of Counseling Psychology" 94 3.149 41 "article" 0 "0" "Correlation RSE with EI" "NA" "NA" 323 0.23 "r" NA "Table 1. Correlation RSE with EI-Clarity (r = .23), EI-Pride (r = .4), and with EI-Engage (.05). Mean is total effect." "NA" "NA" 323 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.23 0.4 0.05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.226666666666667 NA 0.00333333333333333 0 NA NA 0 0 NA "CES-D not included in this study so only RSE chosen." 0.23 0.226666666666667
391 "Smith" "Lorenzo-Hernandez" "o" "10.1111/j.1559-1816.1998.tb01358.x" 1998 "Journal of Applied Social Psychology" 78 1.006 30 "article" 0 "0" "Correlation ethnic identity and self-esteem." "NA" "NA" 206 0.46 "r" NA "\"As predicted, a positive relationship between ethnic identity and self-esteem for the sample as a whole was found (r = .46, p < .01).\" Also in Table 1." "NA" "NA" 203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.46 NA 0 0 NA NA 0 3 "Reported N in MA too large" "Sample size taken from table 1." 0.46 0.46
392 "Smith" "Phinny" "o" "10.1016/0140-1971(92)90030-9" 1992 "Journal of Adolescent Research" 83 1.439 20 "article" 0 "0" "Correlation T1 ethnic identiy with self-esteem" "NA" "NA" 64 0.48 "r" NA "Figure 1. Unclear which time point we had to take- we took the one that is closest to the estimate. Time 1 self-evaluation with time 1 ethnic identity." "NA" "NA" 64 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.47 NA 0.01 0 NA NA 3 0 NA "Its clear the effects should be self-esteem and ethnic identity, but it is unclear which time points should be compared and included." 0.48 0.47
393 "Smith" "Rivas-Drake" "r" "10.1007/s10964-007-9227-x" 2008 "Journal of Youth and Adolescence" 75 3.562 48 "article" 0 "0" "Correlation ethnic identity measures with well-being measures" "NA" "NA" 84 0.25 "r" NA "Table 2. Chinese American youth. Correlation private regard with self-esteem (r = 24) and depressive symptoms (r = -.25). Correlation public regard with self-esteem (r = .37) and depressive symptoms (r = -.5). Depressive symptoms correlations inversed and average of all correlations taken as total effect." "NA" "NA" 84 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.24 0.25 0.37 0.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.34 NA -0.09 2 NA NA 1 0 NA "Primary study clearly states private and public regard are both measures of ethnic identity. MA authors probably didnt use public, only private regard." 0.25 0.34
394 "Smith" "Roberts" "o" "10.1177/0272431699019003001" 1999 "Journal of Early Adolescence" 51 1.413 23 "article" 0 "0" "Correlation ethnic identity measure (MEIM) with measures of well-being" "NA" "NA" 1992 0.12 "r" NA "Table 5. Weighted average (by n) of correlation between MEIM and well-being measures for African Americans (n =1237)  and Mexican Americans (n = 755). Correlation African American group MEIM with coping / mastery / self-esteem / optimism / loneliness / depression (r = .21 / .13 / .14 / .14 / -.04 /-.07); average after inverting loneliness / depression correlations (r = 0.121666666666667). Correlation Mexican American group MEIM with the same variables (r = .2 / .12 / .14 / .1 / -.08 / -.01); average after inverting loneliness / depression (r = 0.108333333333333). Weighted mean is total effect. The meta-analysis states \"African American Asian American, Hispanic/Latino(a) American, Native American, and/or Pacific Islander American. When studies also involved White participants, we analyzed only the disaggregated data for the groups just listed.\", so we know the sample should be Mexican instead of European." "NA" "NA" 1992 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.37 0.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "manually" "r" 0.11661311914324 NA 0.00338688085676037 0 NA NA 0 0 NA NA 0.12 0.11661311914324
395 "Smith" "Romero" "o" "10.1111/j.1559-1816.2003.tb01885.x" 2003 "Journal of Applied Social Psychology" 78 1.006 30 "article" 0 "0" "Correlation ethnic identity with self-esteem" "NA" "NA" 881 0.26 "r" NA "Table 3." "NA" "NA" 881 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.26 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.26 NA 0 0 NA NA 0 0 NA NA 0.26 0.26
396 "Smith" "Tovar-Murray" "o" NA 2004 NA NA NA NA "dissertation" 1 "0" "Correlation ethnic identity with measures of well-being" "NA" "NA" 196 0.31 "r" NA "Table 2. Correlation EI with QOL (r = .265), RSES (r = .328) and SWLS (r = .336). Mean is total effect." "NA" "NA" 196 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.265 0.328 0.336 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.309666666666667 NA 0.000333333333333297 0 NA NA 0 0 NA NA 0.31 0.309666666666667
397 "Smith" "Umana-Taylor" "r" "10.1016/j.adolescence.2003.11.006" 2004 "Journal of Adolescence" 83 2.007 46 "article" 0 "0" "Correlation ethnic identity and self-esteem." "NA" "NA" 1061 0.16 "r" NA "Weighted mean non-Latino school (.15 n = 196), balanced school (.19 n = 137), and Latino school (.15 n = 729): \"A significant relationship emerged between ethnic identity and self-esteem for adolescents attending the predominately non-Latino school (r = 0:15), the balanced Latino/non-Latino school (r = 0:19) and the predominately Latino school (r = 0.15).\" (0.15*196)+(0.15*729)*(0.19*137)/1062." "NA" "NA" 1062 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "manually" "r" 0.155160075329567 NA 0.00483992467043315 0 NA NA 0 -1 "Reported N too small" NA 0.16 0.155160075329567
398 "Smith" "White" "r" "10.2307/1389115" 1987 "Sociological Perspectives" 41 0.745 71 "article" 0 "0" "Correlation ethnic commitment and self-esteem. Black sample." "NA" "NA" 73 0.23 "r" NA "Table 3 in footnote a" "NA" "NA" 73 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.23 NA 0 0 NA NA 0 0 NA NA 0.23 0.23
399 "Smith" "Yasui" "o" "10.1177/0743558403260098" 2004 "Journal of Adolescent Research" 63 1.439 20 "article" 0 "0" "Correlation ethnic identity total with emotional adjustment variables" "NA" "NA" 82 0.49 "r" NA "Table 3. Mean of depression, internalizating YSR and Internalizing P-CBCL. R = -.783, -.306, -.378.  Effects inverted to represent well-being and mean taken as total effect." "NA" "NA" 82 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.783 0.306 0.378 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.489 NA 0.001 0 NA NA 0 0 NA NA 0.49 0.489
400 "Smith" "Yoo" "r" "10.1037/0022-0167.52.4.497" 2005 "Journal of Counseling Psychology" 94 3.149 41 "article" 0 "0" "Correlation EI-total with measures of well-being" "NA" "NA" 147 0.24 "r" NA "Table 1. Correlation EI-total with SS-cope (r = .26), CR-cope (r = .13), PS-cope (r = .26), PA (r = .31), NA (r = -.21), SWLS (r = .29). NA correlation inverted and mean of all correlations then total effect." "NA" "NA" 147 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.26 0.13 0.26 0.31 0.21 0.29 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.243333333333333 NA -0.00333333333333335 0 NA NA 0 0 NA NA 0.24 0.243333333333333
401 "Smith" "Yoon" "r" "10.1300/J137v03n03_06" 2001 "Journal of Human Behavior in the Social Environment" 14 NA 14 "article" 0 "0" "Correlation ethnic identity with measures of well-being" "NA" "NA" 241 0.15 "r" NA "Table 2. Correlation of V6 with V1 (r = .16), V2 (r =-.1), V3 (r = .15); V5 with V1 (r = .26), V2 (r = -.11), V3 (r = .19); V4 with V1 (r = .35), V2 (r = .36), V3 ( r = .43). Correlations with V2 (distress) were inversed, and the average of all correlations then taken as the total effect." "NA" "NA" 241 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.16 0.1 0.15 0.26 0.11 0.19 0.35 -0.36 0.43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.154444444444444 NA -0.00444444444444445 0 NA NA 3 0 NA "Not clear which variables should be included (e.g., (in)direct support of ethnic background)." 0.15 0.154444444444444
402 "Tillman" "Alloway 2004" "o" "10.1016/j.jecp.2003.10.002" 2004 "Journal of Experimental Child Psychology" 88 2.333 46 "article" 0 "0" "Correlation words recall with counting recall/sentence completion and recall" "NA" "NA" 633 0.16 "r" NA "Table 2. Upper triangle. Correlation Word recall with counting recall (r = .15) and sentence completion and recall (r = .168). Mean is total effect." "NA" "NA" 633 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.15 0.168 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.159 NA 0.001 0 NA NA 0 0 NA "\"age-partialed correlations were preferred\" (MA, p. 1018)" 0.16 0.159
403 "Tillman" "Alloway 2006" "r" "10.1111/j.1467-8624.2006.00968.x" 2006 "Child Development" 189 3.791 68 "article" 0 "0" "Correlation complex span (counting, listening) vs simple span task word span. Age 4-6 yrs" "NA" "NA" 285 0.43 "r" NA "Table 4. Lower triangle. Correlation word recall with listening recall (r = .37) amd counting recall (r = .48). Mean is total effect." "NA" "NA" 285 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.37 0.48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.425 NA 0.005 0 NA NA 0 0 NA NA 0.43 0.425
404 "Tillman" "Alloway 2006" "r" "10.1111/j.1467-8624.2006.00968.x" 2006 "Child Development" 189 3.791 68 "article" 0 "0" "Correlation complex span (counting, listening) vs simple span task word span. Age 7-8 yrs" "NA" "NA" 210 0.36 "r" NA "Table 4. Upper triangle. Correlation word recall with listening recall (r = .39) and counting recall (r = .33). Mean is total effect." "NA" "NA" 210 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.39 0.33 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.36 NA 0 0 NA NA 0 0 NA NA 0.36 0.36
405 "Tillman" "Cantor" "r" "10.1016/0160-2896(91)90032-9" 1991 "Intelligence" 67 3.118 36 "article" 0 "0" "Correlation complex span (reading) vs simple span task word span." "NA" "NA" 49 0.32 "r" NA "Table 3. STM vs WM span (words): correlation of .37" "NA" "NA" 49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.37 NA -0.05 1 NA NA 1 0 NA "The only logical variables to be used are the WM and STM span (words)." 0.32 0.37
